pr1,AUC1,time
0.000000,0.000000,9.364693
0.000000,0.000000,10.277557
0.000000,1.000000,10.760814
0.000000,1.000000,11.268438
0.000000,1.000000,11.251888
0.000000,1.000000,11.479680
0.000000,0.500000,13.384483
0.000000,0.500000,12.149760
0.000000,1.000000,11.188261
0.000000,0.000000,11.594605
