pr1,AUC1,time
0.000000,0.500000,68.613138
0.000000,0.500000,72.576537
0.000000,0.500000,73.719354
0.000000,0.000000,73.239834
0.000000,0.500000,71.891200
0.000000,0.500000,72.221749
0.000000,0.500000,70.720646
0.000000,0.500000,69.862095
0.000000,0.500000,72.392516
0.000000,0.500000,65.603512
