pr1,AUC1,time
0.000000,0.000000,8.782090
0.000000,0.000000,8.959805
0.000000,1.000000,13.549755
0.000000,1.000000,9.638137
0.000000,1.000000,9.608225
0.000000,1.000000,9.819579
0.000000,1.000000,9.901878
0.000000,1.000000,9.831907
0.000000,1.000000,9.910881
0.000000,0.000000,9.958938
