pr1,AUC1,time
0.000000,1.000000,45.353875
0.000000,1.000000,46.674516
0.000000,1.000000,48.906117
0.000000,1.000000,49.312062
0.000000,1.000000,49.572168
0.000000,0.500000,50.564479
0.000000,0.500000,50.399282
0.000000,0.500000,51.178581
0.000000,1.000000,51.004929
0.000000,0.500000,50.090636
