pr1,AUC1,time
0.000000,0.000000,9.080560
0.000000,0.000000,9.359865
0.000000,1.000000,9.698511
0.000000,1.000000,9.771819
0.000000,1.000000,10.001747
0.000000,1.000000,14.188043
0.000000,0.000000,10.212918
0.000000,1.000000,9.831040
0.000000,0.000000,10.239957
0.000000,1.000000,10.235619
