pr1,AUC1,time
0.000000,1.000000,49.638489
0.000000,1.000000,56.079036
0.000000,1.000000,56.352208
0.000000,1.000000,56.808639
0.000000,1.000000,65.090962
0.000000,0.000000,58.488421
0.000000,0.500000,56.680224
0.000000,1.000000,66.342948
0.000000,1.000000,59.590674
0.000000,1.000000,59.755643
