pr1,AUC1,time
0.000000,1.000000,49.466686
0.000000,1.000000,54.593989
0.000000,1.000000,54.807744
0.000000,1.000000,60.838224
0.000000,1.000000,55.940550
0.000000,1.000000,55.604677
0.000000,1.000000,65.602916
0.000000,0.000000,56.874498
0.000000,0.000000,55.842181
0.000000,1.000000,63.613296
