pr1,AUC1,time
0.000000,0.500000,37.385834
0.000000,0.500000,38.574332
0.000000,0.500000,41.823748
0.000000,0.500000,41.145135
0.000000,0.500000,41.325620
0.000000,0.500000,41.896673
0.000000,0.500000,41.809787
0.000000,1.000000,42.822104
0.000000,0.500000,41.956479
0.000000,0.500000,41.761201
