pr1,AUC1,time
0.000000,0.500000,66.697184
0.000000,0.500000,68.837607
0.000000,0.500000,71.820404
0.000000,1.000000,72.797711
0.000000,0.500000,72.495517
0.000000,0.500000,73.841510
0.000000,0.500000,74.340001
0.000000,1.000000,76.496900
0.000000,0.500000,76.372960
0.000000,0.500000,74.387695
