pr1,AUC1,time
0.000000,0.500000,57.108841
0.000000,0.500000,59.624489
0.000000,0.500000,60.657275
0.000000,0.500000,60.704807
0.000000,0.500000,60.893052
0.000000,0.500000,60.878480
0.000000,0.500000,60.741012
0.000000,0.500000,60.786822
0.000000,0.500000,60.843767
0.000000,0.500000,60.871181
