pr1,AUC1,time
0.000000,1.000000,31.873598
0.000000,0.500000,32.157232
0.000000,0.500000,35.106110
0.000000,0.500000,34.778996
0.000000,0.500000,35.362199
0.000000,0.500000,35.304552
0.000000,0.500000,36.081279
0.000000,0.500000,35.494096
0.000000,0.500000,35.686383
0.000000,0.500000,35.808387
