pr1,AUC1,time
0.000000,1.000000,26.512130
0.000000,1.000000,27.014943
0.000000,1.000000,29.256417
0.000000,0.500000,29.269480
0.000000,1.000000,31.025915
0.000000,1.000000,29.724904
0.000000,0.500000,29.985987
0.000000,1.000000,29.931747
0.000000,0.500000,29.918632
0.000000,1.000000,29.664755
