pr1,AUC1,time
0.000000,1.000000,21.547423
0.000000,1.000000,22.004577
0.000000,0.500000,23.757947
0.000000,1.000000,24.331071
0.000000,1.000000,24.215653
0.000000,0.000000,24.237647
0.000000,1.000000,25.130332
0.000000,0.500000,24.534542
0.000000,1.000000,24.463750
0.000000,1.000000,24.294878
