pr1,AUC1,time
0.000000,0.500000,59.351726
0.000000,1.000000,63.361310
0.000000,1.000000,68.478017
0.000000,1.000000,67.060932
0.000000,0.500000,67.020614
0.000000,0.500000,68.423931
0.000000,0.500000,72.224832
0.000000,1.000000,67.077300
0.000000,1.000000,69.602282
0.000000,1.000000,72.288073
