pr1,AUC1,time
0.000000,0.500000,55.934907
0.000000,1.000000,59.443814
0.000000,1.000000,65.607524
0.000000,1.000000,62.334575
0.000000,1.000000,66.980793
0.000000,1.000000,63.636076
0.000000,1.000000,69.625808
0.000000,0.500000,64.667097
0.000000,1.000000,69.879935
0.000000,0.500000,65.391455
