pr1,AUC1,time
0.000000,0.500000,56.175962
0.000000,0.500000,58.660537
0.000000,0.500000,59.299843
0.000000,0.500000,59.995490
0.000000,0.500000,60.153935
0.000000,0.500000,60.093059
0.000000,0.000000,59.614132
0.000000,0.500000,59.958894
0.000000,0.500000,60.016441
0.000000,0.500000,60.041482
