pr1,AUC1,time
0.000000,0.500000,29.936405
0.000000,1.000000,30.117490
0.000000,1.000000,32.808126
0.000000,0.500000,32.997808
0.000000,0.500000,33.886797
0.000000,1.000000,35.503090
0.000000,1.000000,39.120075
0.000000,0.500000,34.611088
0.000000,0.500000,30.355910
0.000000,1.000000,33.056251
