pr1,AUC1,time
0.000000,0.500000,55.550557
0.000000,0.500000,58.164574
0.000000,0.500000,58.219179
0.000000,0.000000,59.013056
0.000000,0.500000,58.784925
0.000000,0.500000,58.773371
0.000000,0.500000,58.822411
0.000000,0.500000,59.185906
0.000000,0.500000,58.665349
0.000000,0.500000,58.633788
