pr1,AUC1,time
0.000000,0.500000,14.998626
0.000000,0.500000,15.479844
0.000000,1.000000,16.757401
0.000000,0.500000,16.853822
0.000000,0.500000,16.858139
0.000000,0.500000,17.253240
0.000000,1.000000,17.193591
0.000000,0.500000,18.664584
0.000000,1.000000,17.324377
0.000000,0.500000,17.295257
