pr1,AUC1,time
0.000000,1.000000,9.345983
0.000000,1.000000,9.271838
0.000000,1.000000,9.992216
0.000000,1.000000,10.163340
0.000000,1.000000,10.299465
0.000000,0.500000,10.240430
0.000000,1.000000,13.604069
0.000000,1.000000,10.426720
0.000000,0.500000,10.386019
0.000000,1.000000,10.402609
