pr1,AUC1,time
0.000000,0.500000,11.904844
0.000000,0.500000,12.154025
0.000000,1.000000,12.941568
0.000000,1.000000,12.530726
0.000000,0.500000,16.792002
0.000000,0.500000,14.315001
0.000000,1.000000,13.295768
0.000000,0.500000,13.726854
0.000000,0.500000,14.721347
0.000000,1.000000,13.727732
