pr1,AUC1,time
0.000000,1.000000,8.662202
0.000000,1.000000,8.542729
0.000000,0.500000,11.012953
0.000000,1.000000,9.375751
0.000000,1.000000,9.465347
0.000000,1.000000,9.515546
0.000000,1.000000,9.508001
0.000000,1.000000,9.666531
0.000000,0.500000,9.606919
0.000000,1.000000,9.642082
