pr1,AUC1,time
0.000000,0.500000,8.459228
0.000000,1.000000,8.517543
0.000000,0.500000,10.377955
0.000000,1.000000,9.355420
0.000000,1.000000,12.225571
0.000000,1.000000,9.520276
0.000000,0.500000,11.726244
0.000000,1.000000,9.538872
0.000000,1.000000,12.057279
0.000000,0.500000,9.573819
