pr1,AUC1,time
0.000000,0.500000,27.652823
0.000000,0.500000,28.857929
0.000000,0.500000,30.682311
0.000000,0.500000,30.592985
0.000000,0.500000,31.851721
0.000000,0.500000,31.218919
0.000000,0.500000,31.602056
0.000000,0.500000,31.257573
0.000000,0.500000,31.394023
0.000000,0.500000,32.778244
