pr1,AUC1,time
0.000000,0.500000,56.006850
0.000000,0.500000,58.109365
0.000000,0.500000,58.987142
0.000000,0.500000,59.472816
0.000000,0.500000,59.396713
0.000000,0.500000,59.210363
0.000000,0.500000,59.263407
0.000000,0.500000,59.242367
0.000000,0.500000,59.203545
0.000000,0.500000,59.213924
