pr1,AUC1,time
0.000000,1.000000,7.866056
0.000000,0.500000,7.793633
0.000000,0.500000,8.507421
0.000000,1.000000,8.611206
0.000000,0.500000,8.721412
0.000000,0.500000,11.195413
0.000000,1.000000,8.780537
0.000000,0.000000,8.831238
0.000000,1.000000,8.823162
0.000000,1.000000,8.908798
