userId,movieId,rating,timestamp
1,31,2.5,1260759144
1,1029,3.0,1260759179
2,1061,3.0,1260759182
2,1129,2.0,1260759185
2,1172,4.0,1260759205
3,1172,5.0,1260759181
3,1263,2.0,1260759151
4,1263,5.0,1260759151
5,3,5.0,1260759151
5,1,5.0,1260759151
5,2,5.0,1260759151
6,1,1.0,1260759151
